"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"1190","3.460944","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","399","0.000000000","QoS Data, SN=374, FN=0, Flags=.p....F.C","0.000000000"
"1274","3.618983","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.158039000","QoS Data, SN=375, FN=0, Flags=.p....F.C","0.000000000"
"1285","3.648553","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.029570000","QoS Data, SN=376, FN=0, Flags=.p....F.C","0.000000000"
"2497","7.048055","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","165","3.399502000","QoS Data, SN=377, FN=0, Flags=.p..R.F.C","0.000000000"
"4777","11.218053","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","4.169998000","QoS Data, SN=378, FN=0, Flags=.p....F.C","0.000000000"
"4798","11.247230","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","185","0.029177000","QoS Data, SN=379, FN=0, Flags=.p....F.C","0.000000000"
"7226","14.623020","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","367","3.375790000","QoS Data, SN=380, FN=0, Flags=.p....F.C","0.000000000"
"7229","14.623246","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","367","0.000226000","QoS Data, SN=380, FN=0, Flags=.p..R.F.C","0.000000000"
"7325","14.929577","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.306331000","QoS Data, SN=381, FN=0, Flags=.p....F.C","0.000000000"
"7342","14.963319","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.033742000","QoS Data, SN=382, FN=0, Flags=.p....F.C","0.000000000"
"7427","15.256730","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.293411000","QoS Data, SN=383, FN=0, Flags=.p....F.C","0.000000000"
"7636","15.506559","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","403","0.249829000","QoS Data, SN=384, FN=0, Flags=.p....F.C","0.000000000"
"7638","15.507022","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","403","0.000463000","QoS Data, SN=385, FN=0, Flags=.p....F.C","0.000000000"
"7643","15.507390","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","291","0.000368000","QoS Data, SN=386, FN=0, Flags=.p..R.F.C","0.000000000"
"7652","15.527343","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.019953000","QoS Data, SN=387, FN=0, Flags=.p....F.C","0.000000000"
"13447","28.344187","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","12.816844000","QoS Data, SN=388, FN=0, Flags=.p....F.C","0.000000000"
"13458","28.367731","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.023544000","QoS Data, SN=389, FN=0, Flags=.p....F.C","0.000000000"
"13478","28.514505","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.146774000","QoS Data, SN=390, FN=0, Flags=.p....F.C","0.000000000"
"13489","28.537047","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.022542000","QoS Data, SN=391, FN=0, Flags=.p....F.C","0.000000000"
"13492","28.537302","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.000255000","QoS Data, SN=391, FN=0, Flags=.p..R.F.C","0.000000000"
"13613","29.163284","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.625982000","QoS Data, SN=392, FN=0, Flags=.p....F.C","0.000000000"
"13624","29.186671","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.023387000","QoS Data, SN=393, FN=0, Flags=.p....F.C","0.000000000"
"13648","29.299972","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.113301000","QoS Data, SN=394, FN=0, Flags=.p....F.C","0.000000000"
"13668","29.348827","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.048855000","QoS Data, SN=395, FN=0, Flags=.p....F.C","0.000000000"
"13723","29.573048","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.224221000","QoS Data, SN=396, FN=0, Flags=.p....F.C","0.000000000"
"13729","29.576719","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.003671000","QoS Data, SN=397, FN=0, Flags=.p....F.C","0.000000000"
"13738","29.589104","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.012385000","QoS Data, SN=398, FN=0, Flags=.p..R.F.C","0.000000000"
"13748","29.596952","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.007848000","QoS Data, SN=399, FN=0, Flags=.p....F.C","0.000000000"
"13751","29.612343","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.015391000","QoS Data, SN=400, FN=0, Flags=.p....F.C","0.000000000"
"13753","29.613805","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.001462000","QoS Data, SN=401, FN=0, Flags=.p....F.C","0.000000000"
"13849","29.983013","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.369208000","QoS Data, SN=402, FN=0, Flags=.p....F.C","0.000000000"
"13869","30.007957","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.024944000","QoS Data, SN=403, FN=0, Flags=.p....F.C","0.000000000"
"13973","30.289734","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.281777000","QoS Data, SN=404, FN=0, Flags=.p....F.C","0.000000000"
"13983","30.315065","Cisco_ac:81:e8","SamsungE_34:84:42","802.11","QoS Data","154","0.025331000","QoS Data, SN=405, FN=0, Flags=.p....F.C","0.000000000"
