"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"4993","11.652283","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","292","0.000000000","QoS Data, SN=2127, FN=0, Flags=.pm...F.C","0.000000000"
"4996","11.652504","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","292","0.000221000","QoS Data, SN=2127, FN=0, Flags=.pm.R.F.C","0.000000000"
"5005","11.654317","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","292","0.001813000","QoS Data, SN=2128, FN=0, Flags=.p..R.F.C","0.000000000"
"5163","12.005128","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.350811000","QoS Data, SN=2130, FN=0, Flags=.p....F.C","0.000000000"
"5166","12.005329","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.000201000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5169","12.005579","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.000250000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5173","12.005930","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.000351000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5176","12.006152","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.000222000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5181","12.010534","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.004382000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5184","12.011129","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.000595000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5187","12.011698","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","131","0.000569000","QoS Data, SN=2130, FN=0, Flags=.p..R.F.C","0.000000000"
"5262","12.164305","Cisco_ac:81:e8","HuaweiTe_54:24:2b","802.11","QoS Data","169","0.152607000","QoS Data, SN=2131, FN=0, Flags=.p....F.C","0.000000000"
