"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"2049","6.065914","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000000000","QoS Data, SN=57, FN=0, Flags=.p....F.C","0.000000000"
"2052","6.066137","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000223000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2055","6.066371","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000234000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2059","6.066718","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000347000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2062","6.066888","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000170000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2066","6.067362","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000474000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2069","6.067579","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000217000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2072","6.067815","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000236000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2075","6.068415","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000600000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2078","6.068640","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000225000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2081","6.068847","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000207000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2084","6.069018","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000171000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2087","6.069361","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000343000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2090","6.069602","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000241000","QoS Data, SN=57, FN=0, Flags=.p..R.F.C","0.000000000"
"2091","6.069714","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000112000","QoS Data, SN=58, FN=0, Flags=.p....F.C","0.000000000"
"2097","6.071189","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.001475000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2100","6.071412","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000223000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2103","6.071992","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000580000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2106","6.072236","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000244000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2109","6.072451","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000215000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2112","6.072899","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000448000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2115","6.073203","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000304000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2118","6.073415","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000212000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2121","6.073590","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000175000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2124","6.074094","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000504000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2127","6.074333","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000239000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2130","6.074747","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000414000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
"2133","6.074984","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000237000","QoS Data, SN=58, FN=0, Flags=.p..R.F.C","0.000000000"
