"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"516","2.401079","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.000000000","QoS Data, SN=798, FN=0, Flags=.p....F.C","0.000000000"
"6143","27.303499","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1114","24.902420000","QoS Data, SN=799, FN=0, Flags=.p....F.C","0.000000000"
"6442","27.684998","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1114","0.381499000","QoS Data, SN=800, FN=0, Flags=.pm.R.F.C","0.000000000"
"6444","27.685154","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1114","0.000156000","QoS Data, SN=801, FN=0, Flags=.p....F.C","0.000000000"
"6541","27.756405","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.071251000","QoS Data, SN=802, FN=0, Flags=.p....F.C","0.000000000"
"7137","28.184857","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","422","0.428452000","QoS Data, SN=803, FN=0, Flags=.p....F.C","0.000000000"
"7181","28.239803","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","154","0.054946000","QoS Data, SN=804, FN=0, Flags=.p....F.C","0.000000000"
"7240","28.283625","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.043822000","QoS Data, SN=805, FN=0, Flags=.p....F.C","0.000000000"
"7256","28.298043","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1528","0.014418000","QoS Data, SN=806, FN=0, Flags=.p....F.C","0.000000000"
"7260","28.298597","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1528","0.000554000","QoS Data, SN=806, FN=0, Flags=.p..R.F.C","0.000000000"
"7262","28.299030","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1528","0.000433000","QoS Data, SN=807, FN=0, Flags=.p....F.C","0.000000000"
"7264","28.299246","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1524","0.000216000","QoS Data, SN=808, FN=0, Flags=.p....F.C","0.000000000"
"7265","28.299343","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","314","0.000097000","QoS Data, SN=809, FN=0, Flags=.p....F.C","0.000000000"
"7491","28.723308","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","193","0.423965000","QoS Data, SN=810, FN=0, Flags=.p....F.C","0.000000000"
"7515","28.766906","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","193","0.043598000","QoS Data, SN=811, FN=0, Flags=.p....F.C","0.000000000"
"7660","28.980745","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","150","0.213839000","QoS Data, SN=812, FN=0, Flags=.p....F.C","0.000000000"
"7661","28.980852","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.000107000","QoS Data, SN=813, FN=0, Flags=.p....F.C","0.000000000"
"7711","29.015689","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.034837000","QoS Data, SN=813, FN=0, Flags=.p..R.F.C","0.000000000"
"7834","29.126486","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","154","0.110797000","QoS Data, SN=814, FN=0, Flags=.p....F.C","0.000000000"
"7837","29.128023","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","154","0.001537000","QoS Data, SN=814, FN=0, Flags=.p..R.F.C","0.000000000"
"7913","29.319446","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","524","0.191423000","QoS Data, SN=30, FN=0, Flags=.p....F.C","0.000000000"
"8056","29.784952","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","154","0.465506000","QoS Data, SN=815, FN=0, Flags=.p....F.C","0.000000000"
"8146","29.967190","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","154","0.182238000","QoS Data, SN=816, FN=0, Flags=.p....F.C","0.000000000"
"8253","30.110629","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","144","0.143439000","QoS Data, SN=817, FN=0, Flags=.p....F.C","0.000000000"
"8254","30.110747","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1498","0.000118000","QoS Data, SN=818, FN=0, Flags=.p....F.C","0.000000000"
"8255","30.110884","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","1498","0.000137000","QoS Data, SN=819, FN=0, Flags=.p....F.C","0.000000000"
"8256","30.110980","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","226","0.000096000","QoS Data, SN=820, FN=0, Flags=.p....F.C","0.000000000"
"8257","30.111075","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","230","0.000095000","QoS Data, SN=821, FN=0, Flags=.p....F.C","0.000000000"
"8317","30.289053","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.177978000","QoS Data, SN=822, FN=0, Flags=.p....F.C","0.000000000"
"8320","30.289274","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.000221000","QoS Data, SN=822, FN=0, Flags=.p..R.F.C","0.000000000"
"8341","30.372210","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","193","0.082936000","QoS Data, SN=823, FN=0, Flags=.p....F.C","0.000000000"
"8375","30.575379","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","148","0.203169000","QoS Data, SN=824, FN=0, Flags=.p....F.C","0.000000000"
"8377","30.576062","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","337","0.000683000","QoS Data, SN=825, FN=0, Flags=.p....F.C","0.000000000"
"8422","30.791867","Cisco_ac:81:e8","Apple_6e:03:01","802.11","QoS Data","173","0.215805000","QoS Data, SN=826, FN=0, Flags=.p....F.C","0.000000000"
