"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"934","6.795070","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","0.000000000","QoS Data, SN=1667, FN=0, Flags=.pm...F.C","0.000000000"
"937","6.795395","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","0.000325000","QoS Data, SN=1667, FN=0, Flags=.pm.R.F.C","0.000000000"
"940","6.795661","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","0.000266000","QoS Data, SN=1667, FN=0, Flags=.pm.R.F.C","0.000000000"
"942","6.795827","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000166000","QoS Data, SN=1668, FN=0, Flags=.p....F.C","0.000000000"
"945","6.796500","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000673000","QoS Data, SN=1668, FN=0, Flags=.p..R.F.C","0.000000000"
"14590","33.931407","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","322","27.134907000","QoS Data, SN=1669, FN=0, Flags=.p....F.C","0.000000000"
"14751","34.038098","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.106691000","QoS Data, SN=1670, FN=0, Flags=.p....F.C","0.000000000"
"16603","35.569807","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","323","1.531709000","QoS Data, SN=1671, FN=0, Flags=.p....F.C","0.000000000"
"16606","35.570320","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","323","0.000513000","QoS Data, SN=1671, FN=0, Flags=.p..R.F.C","0.000000000"
"16648","35.676368","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.106048000","QoS Data, SN=1672, FN=0, Flags=.p....F.C","0.000000000"
"16651","35.676594","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000226000","QoS Data, SN=1672, FN=0, Flags=.p..R.F.C","0.000000000"
"16880","37.208222","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","191","1.531628000","QoS Data, SN=1673, FN=0, Flags=.p....F.C","0.000000000"
"16883","37.208480","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","191","0.000258000","QoS Data, SN=1673, FN=0, Flags=.p..R.F.C","0.000000000"
"16913","37.317927","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.109447000","QoS Data, SN=1674, FN=0, Flags=.p....F.C","0.000000000"
"16916","37.318186","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000259000","QoS Data, SN=1674, FN=0, Flags=.p..R.F.C","0.000000000"
"16920","37.338129","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.019943000","QoS Data, SN=1675, FN=0, Flags=.p....F.C","0.000000000"
"16923","37.338364","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000235000","QoS Data, SN=1675, FN=0, Flags=.p..R.F.C","0.000000000"
"18579","49.393923","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","188","12.055559000","QoS Data, SN=1676, FN=0, Flags=.pm...F.C","0.000000000"
"18582","49.394184","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","188","0.000261000","QoS Data, SN=1676, FN=0, Flags=.pm.R.F.C","0.000000000"
"18585","49.394454","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","188","0.000270000","QoS Data, SN=1676, FN=0, Flags=.pm.R.F.C","0.000000000"
"18590","49.396105","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","188","0.001651000","QoS Data, SN=1676, FN=0, Flags=.pm.R.F.C","0.000000000"
"18592","49.396256","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","0.000151000","QoS Data, SN=1677, FN=0, Flags=.pm...F.C","0.000000000"
"18595","49.396473","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","0.000217000","QoS Data, SN=1677, FN=0, Flags=.pm.R.F.C","0.000000000"
"18598","49.397075","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","0.000602000","QoS Data, SN=1677, FN=0, Flags=.pm.R.F.C","0.000000000"
"18600","49.397232","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000157000","QoS Data, SN=1678, FN=0, Flags=.p....F.C","0.000000000"
"18603","49.397449","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000217000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18606","49.398061","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000612000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18609","49.398830","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000769000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18612","49.399067","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000237000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18619","49.404579","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.005512000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18622","49.405444","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000865000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18625","49.405682","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000238000","QoS Data, SN=1678, FN=0, Flags=.p..R.F.C","0.000000000"
"18689","49.905749","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.500067000","QoS Data, SN=1679, FN=0, Flags=.pm...F.C","0.000000000"
"18692","49.906000","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000251000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18695","49.906486","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000486000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18698","49.907383","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000897000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18701","49.908145","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000762000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18704","49.908365","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000220000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18707","49.908652","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000287000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18710","49.908865","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000213000","QoS Data, SN=1679, FN=0, Flags=.pm.R.F.C","0.000000000"
"18712","49.908965","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000100000","QoS Data, SN=1680, FN=0, Flags=.p....F.C","0.000000000"
"18715","49.909142","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000177000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"18718","49.909637","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000495000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"18721","49.909877","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000240000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"18724","49.910861","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000984000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"18728","49.913338","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.002477000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"18731","49.914260","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000922000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"18734","49.914519","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000259000","QoS Data, SN=1680, FN=0, Flags=.p..R.F.C","0.000000000"
"19936","59.531451","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","193","9.616932000","QoS Data, SN=1681, FN=0, Flags=.pm...F.C","0.000000000"
"19939","59.531708","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","193","0.000257000","QoS Data, SN=1681, FN=0, Flags=.pm.R.F.C","0.000000000"
"19941","59.532281","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000573000","QoS Data, SN=1682, FN=0, Flags=.p....F.C","0.000000000"
"19954","59.552194","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.019913000","QoS Data, SN=1683, FN=0, Flags=.p....F.C","0.000000000"
"19956","59.552366","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000172000","QoS Data, SN=1684, FN=0, Flags=.p....F.C","0.000000000"
"22922","62.970568","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","3.418202000","QoS Data, SN=1685, FN=0, Flags=.p....F.C","0.000000000"
"22925","62.970791","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000223000","QoS Data, SN=1685, FN=0, Flags=.p..R.F.C","0.000000000"
"22933","62.989913","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.019122000","QoS Data, SN=1686, FN=0, Flags=.p....F.C","0.000000000"
"22936","62.990141","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000228000","QoS Data, SN=1686, FN=0, Flags=.p..R.F.C","0.000000000"
"23166","63.112575","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","194","0.122434000","QoS Data, SN=1687, FN=0, Flags=.p....F.C","0.000000000"
"23169","63.112834","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","194","0.000259000","QoS Data, SN=1687, FN=0, Flags=.p..R.F.C","0.000000000"
"23215","63.189369","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","234","0.076535000","QoS Data, SN=1688, FN=0, Flags=.p..R.F.C","0.000000000"
"23226","63.215015","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.025646000","QoS Data, SN=1689, FN=0, Flags=.p....F.C","0.000000000"
"23233","63.233486","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.018471000","QoS Data, SN=1690, FN=0, Flags=.p....F.C","0.000000000"
"23297","63.372636","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.139150000","QoS Data, SN=1691, FN=0, Flags=.p....F.C","0.000000000"
"24186","64.625096","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","189","1.252460000","QoS Data, SN=1692, FN=0, Flags=.pm...F.C","0.000000000"
"24187","64.625190","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","150","0.000094000","QoS Data, SN=1693, FN=0, Flags=.pm...F.C","0.000000000"
"24188","64.625298","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000108000","QoS Data, SN=1694, FN=0, Flags=.p....F.C","0.000000000"
"24205","64.635357","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.010059000","QoS Data, SN=1695, FN=0, Flags=.p....F.C","0.000000000"
"24208","64.635581","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000224000","QoS Data, SN=1695, FN=0, Flags=.p..R.F.C","0.000000000"
"24255","64.659523","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.023942000","QoS Data, SN=1696, FN=0, Flags=.p....F.C","0.000000000"
"24259","64.659772","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000249000","QoS Data, SN=1696, FN=0, Flags=.p..R.F.C","0.000000000"
"24261","64.659906","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","144","0.000134000","QoS Data, SN=1697, FN=0, Flags=.p....F.C","0.000000000"
"24262","64.659959","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000053000","QoS Data, SN=1698, FN=0, Flags=.p....F.C","0.000000000"
"24406","64.792458","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","193","0.132499000","QoS Data, SN=1699, FN=0, Flags=.p....F.C","0.000000000"
"24860","65.162633","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.370175000","QoS Data, SN=1700, FN=0, Flags=.p....F.C","0.000000000"
"24867","65.181644","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.019011000","QoS Data, SN=1701, FN=0, Flags=.p....F.C","0.000000000"
"25106","65.381290","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","232","0.199646000","QoS Data, SN=1702, FN=0, Flags=.p....F.C","0.000000000"
"25433","65.675585","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","234","0.294295000","QoS Data, SN=1703, FN=0, Flags=.p....F.C","0.000000000"
"25460","65.705743","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.030158000","QoS Data, SN=1704, FN=0, Flags=.p....F.C","0.000000000"
