"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"1153","3.975679","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000000000","QoS Data, SN=3622, FN=0, Flags=.p....F.C","0.000000000"
"7410","24.459942","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","20.484263000","QoS Data, SN=3623, FN=0, Flags=.p....F.C","0.000000000"
"7749","26.820216","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","2.360274000","QoS Data, SN=3624, FN=0, Flags=.p....F.C","0.000000000"
"7753","26.840013","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.019797000","QoS Data, SN=3625, FN=0, Flags=.p....F.C","0.000000000"
"7764","26.968863","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","187","0.128850000","QoS Data, SN=3626, FN=0, Flags=.p....F.C","0.000000000"
"7997","28.721215","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","1.752352000","QoS Data, SN=3627, FN=0, Flags=.p....F.C","0.000000000"
"8044","29.130868","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.409653000","QoS Data, SN=3628, FN=0, Flags=.pm...F.C","0.000000000"
"8046","29.131605","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","1528","0.000737000","QoS Data, SN=3629, FN=0, Flags=.pm...F.C","0.000000000"
"8048","29.131764","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","1524","0.000159000","QoS Data, SN=3630, FN=0, Flags=.pm...F.C","0.000000000"
"8049","29.131899","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","594","0.000135000","QoS Data, SN=3631, FN=0, Flags=.p....F.C","0.000000000"
"8126","29.540627","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","400","0.408728000","QoS Data, SN=3632, FN=0, Flags=.pm...F.C","0.000000000"
"8128","29.540809","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000182000","QoS Data, SN=3633, FN=0, Flags=.p....F.C","0.000000000"
"8196","29.847718","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","460","0.306909000","QoS Data, SN=3634, FN=0, Flags=.pm...F.C","0.000000000"
"8198","29.848117","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","176","0.000399000","QoS Data, SN=3635, FN=0, Flags=.p....F.C","0.000000000"
"8378","30.462137","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","251","0.614020000","QoS Data, SN=3636, FN=0, Flags=.p....F.C","0.000000000"
"8412","30.496574","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.034437000","QoS Data, SN=3637, FN=0, Flags=.p....F.C","0.000000000"
"8423","30.516642","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.020068000","QoS Data, SN=3638, FN=0, Flags=.p....F.C","0.000000000"
"10702","45.002923","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","173","14.486281000","QoS Data, SN=3639, FN=0, Flags=.pm...F.C","0.000000000"
"10704","45.003117","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","148","0.000194000","QoS Data, SN=3640, FN=0, Flags=.p....F.C","0.000000000"
"11274","48.587563","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","3.584446000","QoS Data, SN=3641, FN=0, Flags=.p....F.C","0.000000000"
"11278","48.608088","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.020525000","QoS Data, SN=3642, FN=0, Flags=.p....F.C","0.000000000"
"11320","48.825467","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","228","0.217379000","QoS Data, SN=3643, FN=0, Flags=.p....F.C","0.000000000"
"11484","49.977015","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","1.151548000","QoS Data, SN=3644, FN=0, Flags=.p....F.C","0.000000000"
"11488","49.996454","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.019439000","QoS Data, SN=3645, FN=0, Flags=.p....F.C","0.000000000"
"11502","50.120159","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","194","0.123705000","QoS Data, SN=3646, FN=0, Flags=.p....F.C","0.000000000"
"11791","51.408428","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","1.288269000","QoS Data, SN=3647, FN=0, Flags=.p....F.C","0.000000000"
"11799","51.439673","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.031245000","QoS Data, SN=3648, FN=0, Flags=.p....F.C","0.000000000"
"11814","51.561343","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","192","0.121670000","QoS Data, SN=3649, FN=0, Flags=.p....F.C","0.000000000"
"11816","51.563483","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","193","0.002140000","QoS Data, SN=3650, FN=0, Flags=.p....F.C","0.000000000"
"11951","52.511971","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.948488000","QoS Data, SN=3651, FN=0, Flags=.p....F.C","0.000000000"
"11958","52.545693","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.033722000","QoS Data, SN=3652, FN=0, Flags=.p....F.C","0.000000000"
"13780","61.162027","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","8.616334000","QoS Data, SN=3653, FN=0, Flags=.p....F.C","0.000000000"
"13791","61.184356","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.022329000","QoS Data, SN=3654, FN=0, Flags=.p....F.C","0.000000000"
"13794","61.184581","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.000225000","QoS Data, SN=3654, FN=0, Flags=.p..R.F.C","0.000000000"
"13861","61.390414","Cisco_ac:81:e8","XiaomiCo_b8:b6:e6","802.11","QoS Data","154","0.205833000","QoS Data, SN=3655, FN=0, Flags=.p....F.C","0.000000000"
