"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"21737","31.458969","AirtiesW_bc:2b:ee","Tp-LinkT_87:47:6e","802.11","QoS Data","210","0.000000000","QoS Data, SN=2687, FN=0, Flags=.p....F.C","0.000000000"
"24907","36.087179","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","142","4.628210000","QoS Data, SN=2688, FN=0, Flags=.p....F.C","0.000000000"
"28023","40.561027","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","130","4.473848000","QoS Data, SN=2689, FN=0, Flags=.p....F.C","0.000000000"
"44817","62.234532","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","21.673505000","QoS Data, SN=450, FN=0, Flags=.p.....TC","0.000000000"
"44846","62.311532","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.077000000","QoS Data, SN=2690, FN=0, Flags=.p....F.C","0.000000000"
"44858","62.312418","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.000886000","QoS Data, SN=2690, FN=0, Flags=.p....F.C","0.000000000"
"45202","62.829401","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.516983000","QoS Data, SN=451, FN=0, Flags=.p.....TC","0.000000000"
"45206","62.829852","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.000451000","QoS Data, SN=2691, FN=0, Flags=.p....F.C","0.000000000"
"45222","62.832539","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.002687000","QoS Data, SN=452, FN=0, Flags=.p.....TC","0.000000000"
"45226","62.832885","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.000346000","QoS Data, SN=2692, FN=0, Flags=.p....F.C","0.000000000"
"45229","62.833612","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.000727000","QoS Data, SN=2692, FN=0, Flags=.p....F.C","0.000000000"
"45283","62.913852","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","1546","0.080240000","QoS Data, SN=453, FN=0, Flags=.p.....TC","0.000000000"
"45285","62.914052","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.000200000","QoS Data, SN=454, FN=0, Flags=.p.....TC","0.000000000"
