"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"3686","1.803073","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.000000000","QoS Data, SN=1065, FN=0, Flags=.p....F.C","0.000000000"
"3689","1.803746","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.000673000","QoS Data, SN=1065, FN=0, Flags=.p....F.C","0.000000000"
"3786","1.894219","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.090473000","QoS Data, SN=1066, FN=0, Flags=.p....F.C","0.000000000"
"3794","1.895580","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.001361000","QoS Data, SN=1066, FN=0, Flags=.p....F.C","0.000000000"
"3799","1.896734","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.001154000","QoS Data, SN=1066, FN=0, Flags=.p....F.C","0.000000000"
"3805","1.897884","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.001150000","QoS Data, SN=1067, FN=0, Flags=.p....F.C","0.000000000"
"3806","1.897932","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.000048000","QoS Data, SN=1068, FN=0, Flags=.p....F.C","0.000000000"
"3807","1.898070","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.000138000","QoS Data, SN=1069, FN=0, Flags=.p....F.C","0.000000000"
"3808","1.898127","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1367","0.000057000","QoS Data, SN=1070, FN=0, Flags=.p....F.C","0.000000000"
"3817","1.899269","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.001142000","QoS Data, SN=1067, FN=0, Flags=.p....F.C","0.000000000"
"3818","1.899444","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.000175000","QoS Data, SN=1068, FN=0, Flags=.p....F.C","0.000000000"
"3819","1.899785","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.000341000","QoS Data, SN=1069, FN=0, Flags=.p....F.C","0.000000000"
"3820","1.899894","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1367","0.000109000","QoS Data, SN=1070, FN=0, Flags=.p....F.C","0.000000000"
"3830","1.901224","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.001330000","QoS Data, SN=1067, FN=0, Flags=.p....F.C","0.000000000"
"3831","1.901335","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1590","0.000111000","QoS Data, SN=1068, FN=0, Flags=.p....F.C","0.000000000"
"3832","1.901435","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.000100000","QoS Data, SN=1069, FN=0, Flags=.p....F.C","0.000000000"
"4037","1.980493","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","193","0.079058000","QoS Data, SN=1071, FN=0, Flags=.p....F.C","0.000000000"
"4251","2.043266","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.062773000","QoS Data, SN=1072, FN=0, Flags=.p....F.C","0.000000000"
"4258","2.047988","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1155","0.004722000","QoS Data, SN=1073, FN=0, Flags=.p....F.C","0.000000000"
"4261","2.048711","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1155","0.000723000","QoS Data, SN=1073, FN=0, Flags=.p....F.C","0.000000000"
"8742","6.802275","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","130","4.753564000","QoS Data, SN=1075, FN=0, Flags=.p....F.C","0.000000000"
"78673","60.814666","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","54.012391000","QoS Data, SN=950, FN=0, Flags=.p..R..TC","0.000000000"
