"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"32839","45.489982","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","340","0.000000000","QoS Data, SN=2970, FN=0, Flags=.p....F.C","0.000000000"
"32847","45.492310","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","340","0.002328000","QoS Data, SN=2971, FN=0, Flags=.p....F.C","0.000000000"
"33037","45.765751","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.273441000","QoS Data, SN=2972, FN=0, Flags=.p....F.C","0.000000000"
"33247","46.013036","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.247285000","QoS Data, SN=2973, FN=0, Flags=.p....F.C","0.000000000"
"33251","46.013779","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.000743000","QoS Data, SN=2974, FN=0, Flags=.p....F.C","0.000000000"
"33255","46.014448","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.000669000","QoS Data, SN=2975, FN=0, Flags=.p....F.C","0.000000000"
"33260","46.015139","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1330","0.000691000","QoS Data, SN=2976, FN=0, Flags=.p....F.C","0.000000000"
"33261","46.015691","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1594","0.000552000","QoS Data, SN=2977, FN=0, Flags=.p....F.C","0.000000000"
"33450","46.225211","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1152","0.209520000","QoS Data, SN=2978, FN=0, Flags=.p....F.C","0.000000000"
"33728","46.532082","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","416","0.306871000","QoS Data, SN=2979, FN=0, Flags=.p....F.C","0.000000000"
"33744","46.544515","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","142","0.012433000","QoS Data, SN=2980, FN=0, Flags=.p....F.C","0.000000000"
"33752","46.545855","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","316","0.001340000","QoS Data, SN=2981, FN=0, Flags=.p....F.C","0.000000000"
"36458","50.488603","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","130","3.942748000","QoS Data, SN=2982, FN=0, Flags=.p....F.C","0.000000000"
