"No.","Time","Source","Destination","Protocol","Type/Subtype","Length","Time delta from previous displayed frame","Info","Time shift for this packet"
"49522","57.037494","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.000000000","QoS Data, SN=1115, FN=0, Flags=.p....F.C","0.000000000"
"49526","57.037986","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.000492000","QoS Data, SN=1115, FN=0, Flags=.p....F.C","0.000000000"
"49540","57.045222","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.007236000","QoS Data, SN=1115, FN=0, Flags=.p....F.C","0.000000000"
"49552","57.059678","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.014456000","QoS Data, SN=1115, FN=0, Flags=.p....F.C","0.000000000"
"50056","57.585195","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","178","0.525517000","QoS Data, SN=1116, FN=0, Flags=.p....F.C","0.000000000"
"50060","57.585534","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","183","0.000339000","QoS Data, SN=1117, FN=0, Flags=.p....F.C","0.000000000"
"50070","57.589998","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","178","0.004464000","QoS Data, SN=1118, FN=0, Flags=.p....F.C","0.000000000"
"50091","57.608633","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","183","0.018635000","QoS Data, SN=1119, FN=0, Flags=.p....F.C","0.000000000"
"50246","57.807090","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","465","0.198457000","QoS Data, SN=1120, FN=0, Flags=.p....F.C","0.000000000"
"50347","57.932570","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","166","0.125480000","QoS Data, SN=1121, FN=0, Flags=.p....F.C","0.000000000"
"50355","57.939465","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.006895000","QoS Data, SN=1122, FN=0, Flags=.p....F.C","0.000000000"
"50358","57.940116","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.000651000","QoS Data, SN=1123, FN=0, Flags=.p....F.C","0.000000000"
"50381","57.973802","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","166","0.033686000","QoS Data, SN=1124, FN=0, Flags=.p....F.C","0.000000000"
"50392","57.982969","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.009167000","QoS Data, SN=1125, FN=0, Flags=.p....F.C","0.000000000"
"50399","57.984588","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.001619000","QoS Data, SN=1126, FN=0, Flags=.p....F.C","0.000000000"
"50477","58.091415","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.106827000","QoS Data, SN=1127, FN=0, Flags=.p....F.C","0.000000000"
"50486","58.096570","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.005155000","QoS Data, SN=1128, FN=0, Flags=.p....F.C","0.000000000"
"50489","58.097574","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.001004000","QoS Data, SN=1128, FN=0, Flags=.p....F.C","0.000000000"
"50525","58.131031","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.033457000","QoS Data, SN=1129, FN=0, Flags=.p....F.C","0.000000000"
"50529","58.132129","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.001098000","QoS Data, SN=1130, FN=0, Flags=.p....F.C","0.000000000"
"50598","58.228396","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","166","0.096267000","QoS Data, SN=1131, FN=0, Flags=.p....F.C","0.000000000"
"50606","58.233451","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.005055000","QoS Data, SN=1132, FN=0, Flags=.p....F.C","0.000000000"
"50631","58.239649","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","166","0.006198000","QoS Data, SN=1133, FN=0, Flags=.p....F.C","0.000000000"
"50638","58.243805","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.004156000","QoS Data, SN=1134, FN=0, Flags=.p....F.C","0.000000000"
"50644","58.245476","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","150","0.001671000","QoS Data, SN=1135, FN=0, Flags=.p....F.C","0.000000000"
"50668","58.298670","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","664","0.053194000","QoS Data, SN=1136, FN=0, Flags=.p....F.C","0.000000000"
"50671","58.298939","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","336","0.000269000","QoS Data, SN=1137, FN=0, Flags=.p....F.C","0.000000000"
"50689","58.306621","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","341","0.007682000","QoS Data, SN=1138, FN=0, Flags=.p....F.C","0.000000000"
"50699","58.311735","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","373","0.005114000","QoS Data, SN=1139, FN=0, Flags=.p....F.C","0.000000000"
"50723","58.344840","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.033105000","QoS Data, SN=1140, FN=0, Flags=.p....F.C","0.000000000"
"50727","58.345705","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1476","0.000865000","QoS Data, SN=1141, FN=0, Flags=.p....F.C","0.000000000"
"50728","58.346198","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1476","0.000493000","QoS Data, SN=1142, FN=0, Flags=.p....F.C","0.000000000"
"50729","58.346678","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1476","0.000480000","QoS Data, SN=1143, FN=0, Flags=.p....F.C","0.000000000"
"50730","58.347039","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1476","0.000361000","QoS Data, SN=1144, FN=0, Flags=.p....F.C","0.000000000"
"50731","58.347513","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.000474000","QoS Data, SN=1145, FN=0, Flags=.p....F.C","0.000000000"
"50747","58.350287","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.002774000","QoS Data, SN=1146, FN=0, Flags=.p....F.C","0.000000000"
"50759","58.356410","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.006123000","QoS Data, SN=1147, FN=0, Flags=.p....F.C","0.000000000"
"50781","58.362999","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.006589000","QoS Data, SN=1148, FN=0, Flags=.p....F.C","0.000000000"
"50788","58.368610","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.005611000","QoS Data, SN=1149, FN=0, Flags=.p....F.C","0.000000000"
"50801","58.375754","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.007144000","QoS Data, SN=1150, FN=0, Flags=.p....F.C","0.000000000"
"50821","58.383112","AirtiesW_bc:2b:ec","Tp-LinkT_87:47:6e","802.11","QoS Data","1480","0.007358000","QoS Data, SN=1151, FN=0, Flags=.p....F.C","0.000000000"
"50826","58.384168","76:e4:75:49:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.001056000","QoS Data, SN=3434, FN=0, Flags=.p..R..TC","0.000000000"
"50827","58.384251","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.000083000","QoS Data, SN=3434, FN=0, Flags=.p..R..TC","0.000000000"
"50828","58.384967","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.000716000","QoS Data, SN=3434, FN=0, Flags=.p..R..TC","0.000000000"
"50829","58.385082","SamsungE_4e:a4:ac","Tp-LinkT_87:47:6e","802.11","QoS Data","154","0.000115000","QoS Data, SN=3434, FN=0, Flags=.p..R..TC","0.000000000"
